"제조국","브랜드","이름","최소가격","최대가격","차종","엔진","최소연비","최대연비","최소출력","최대출력","출시년도","차량번호","내용","상세사진","색상1","색상2","색상3","색상4","색상5","색상6","색상7","색상8","색상9","색상10","색상1코드","색상2코드","색상3코드","색상4코드","색상5코드","색상6코드","색상7코드","색상8코드","색상9코드","색상10코드"
"일본","렉서스","UX",5090,5870,"소형 SUV","가솔린, 하이브리드","15","16.7","183","183",2025,2636,"가장 이기적인 하이브리드 UX  감각적이고 스타일리시한 디자인이 보는이의 시선을 사로잡고 감성을 자극합니다   동급 최고 수준의 높은 연비는 물론, 즉각적인 반응성과 부드러운 승차감의 조화를 통해 짜릿한 퍼포먼스를 선사합니다 ",2637,"Sonic Quartz ","Sonic Chrome ","Sonic Titanium ","White Nova Glass Flake ","Celestial Blue Glass Flake ","Heat Blue Contrast Layering ","Mercury Gray Mica ","Graphite Black Glass Flake ","Madder Red ","Blazing Carnelian Contrast Layering ","#eeeeee","#4f5055","#c4c1bc","#ededed","#133572","#003aa8","#696a6c","#252525","#9f0005","#b14226"
"유럽","시트로엥","C5 Aircross",4130,4630,"소형 SUV","디젤","12.7","15.8","131","177",2022,2742,"최상의 모듈식 SUV  최고급 편안함을 선사하는 최상위 SUV  새로운 자동 8단 기어박스(EAT8), 새로운 유로 6 2 엔진  6개 커넥티비티 기술",2743,"Volcano Red ","Tijuce Blue ","Platinium Grey ","Polar White ","White Perlescent ","Perla Nera Black ",NULL,NULL,NULL,NULL,"#95281a","#3c708f","#6f6d6e","#ececea","#fefefe","#050505",NULL,NULL,NULL,NULL
"유럽","랜드로버","New Range Rover Evoque",6880,7840,"준중형 SUV","가솔린","13.6","13.6","180","180",2018,2817,"THE NEW RANGE ROVER EVOQUE  당신의 존재감을 보여줄 순간, 절제되고 간결한 면의구성, 고도의 정밀함   차량의 존재감을 한층 돋보이게 만들어줍니다 ",2818,"Portofino Blue ","Santorini Black ","Narvik Black ","Silicon Silver ","Indus Silver ","Seoul Pearl Silver ","Yulong White ","Fuji White ","Kaikoura Stone ","Lantau Bronze ","#12233f","#0f090b","#040506","#605a54","#bababb","#a4a19a","#d1d2d7","#e3e6e4","#6e6159","#a6a6a6"
"유럽","DS","DS7 Crossback",5090,5590,"중형 SUV","가솔린","11.8","11.8","131","131",2022,2878,"DS 7 크로스백은 DS 오토모빌이 보유한 혁신적인 기술과 더불어 고급스러운 소재와 섬세한 마감 처리,  그리고 프랑스 파리의 고유 감각을 더해 만들어진 DS 오토모빌의 차세대 SUV 모델입니다 ",2879,"Andradite Brown ","Ink Blue ","Perla Nera Black ","Platinum Grey ","Cumulus Grey ","Pearl White ","Polar White ","Absolute Red ","Byzantin Gold ",NULL,"#463b35","#303747","#050505","#d7d7d7","#4e4146","#ececea","#eceeeb","#5b1819","#b77f39",NULL
"유럽","BMW","7 Series",13870,23340,"대형","가솔린, 디젤, 전기, 하이브리드","6","14.2","265","609",2022,2938,"독보적인 자신감, 뛰어난 퍼포먼스 그리고 최상의 안락함   새롭게 선보이는 트윈파워 터보 8기통 가솔린 엔진과 xDrive를 탑재한 750Li xDrive가 진정한 리더의 면모를 보여줍니다 ",2939,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"일본","토요타","Prius",3397,3712,"준중형","가솔린, 하이브리드","20.9","22.4","151","152",2022,2951,"유니크한 매력과 혁신이 공존하는 프리우스   양산형 하이브리드 차량의 포문을 연 프리우스의 하이브리드 기술력과  역동적인 주행을 가능하게 하는 TNGA 플랫폼으로 더욱 진화된 퍼포먼스와 즐거운 드라이빙을 즐기실 수 있습니다 ",2952,"Emotional Red 2 ","Gray Metallic ","Silver Me ","Blue Me ","Blackish Ageha Glass Flake ","Attitude Black Mica ","White Pearl Crystal Shine ","Platinum White Pearl Mica ","Frosty Green ",NULL,"#ca0003","#686868","#dcdce6","#007dc5","#274558","#0c0c0c","#f0f0eb","#ffffff","#c3e6e0",NULL
"미국","지프","Renegade",3810,4840,"소형 SUV","가솔린","9.2","10.4","173","175",2023,3112,"Jeep 브랜드의 전설적인 기술로 완성된 Renegade는 보다 효율적인 주행성능을 자랑합니다   떠오르는 태양, 붉게 물든 끝없이 펼쳐진 고속도로 위에서의 차분한 여행이 꿈인 당신에게 Renegade는 최고의 선택이 될 것입니다 ",3113,"Black ","Carbon Black Metallic ","Omaha Orange ","Colorado Red ","Slate Blue Pearl ","Jetset Blue ","Bikini ","Solar Yellow ","Alpine White ","Sting-Gray ","#0a0e12","#141414","#cc3a10","#c51110","#1a1f29","#0c143e","#006c79","#fdc307","#ecede4","#383838"
"유럽","시트로엥","C3 Aircross",3258,3300,"소형 SUV","디젤","14.1","14.1","120","120",2024,3114,"C3 에어크로스 SUV는  고효율 디젤 엔진으로 BlueHDi 120 모델이 제공  높아진 보닛과 넓은 휠 하우스 그리고 LED 시그니처 라이트가 탑재되어 대담한 디자인  해치백에서 최저지상고만 높인 소형 SUV와 달리 1,650mm 의 전고와 1,279mm 의 높은 아이포인트, 그리고 175mm 의 최저 지상고 등 SUV 본질에 충실",3115,"Passion Red ","Breathing Blue ","Soft Sand ","Misty Grey ","Cosmic Silver ","Natural White ","Ink Black ","Spicy Orange ",NULL,NULL,"#790a1a","#436784","#979590","#64666a","#98999b","#eceeeb","#000000","#843723",NULL,NULL
"한국","현대","베뉴",1642,2413,"소형 SUV","가솔린","13.3","13.7","123","123",2023,3290,"혼라이프를 즐기다  혼라이프 SUV  VENUE  견고하면서도 스타일리쉬한 디자인  진보된 능동안전기술 및 편의사양  스마트스트림 엔진과 IVT(무단변속기) 조합으로 동급 최고 수준 연비 및 실용 성능 확보",3291,"초크 화이트 메탈릭 + 어비스 블랙 펄(A23) ","초크 화이트 메탈릭 + 데님 블루 펄(TN3) ","어비스 블랙 펄 + 코스믹 그레이 펄(P51) ","어비스 블랙 펄 + 파이어리 레드 펄(PR1) ","어비스 블랙 펄 + 인텐스 블루 펄(YP0) ","어비스 블랙 펄 + 쉬머링 실버 메탈릭(RT0) ","사이버 그레이 메탈릭 + 어비스 블랙 펄(C50) ","미라지 그린 + 어비스 블랙 펄(RR0) ","어비스 블랙 펄 + 엑조틱 그린 메탈릭(N40) ","팬텀 블랙 펄 + 엑조틱 그린 메탈릭(N41) ","#ffffff","#ffffff","#000000","#000000","#000000","#000000","#5f6467","#70848b","#000000","#58631f"
"유럽","볼보","The New S60",5610,5640,"중형","가솔린","11.8","11.8","250","250",2024,3685,"For the road  For the planet   빼어난 디자인, 세련된 스타일을 적용한 실내, 뛰어난 주행 능력, 안전한 공간  짧은 출근길부터 장거리 여행까지 모든 여행을 즐겁게 만들어 주는 자동차 ",3686,"Onyx Black(717) ","Platinum Grey(731) ","Thunder Grey(728) ","Crystal White Pearl(707) ","Silver Dawn(735) ","Denim Blue(723) ","Fusion Red(725) ",NULL,NULL,NULL,"#18171a","#4c4743","#91999d","#efefef","#a9a9ab","#5d6673","#862430",NULL,NULL,NULL
"한국","현대","쏠라티",6451,7144,"승합","디젤","12.2","12.2","170","170",2023,3932,"새로운 쏠라티 놀라움과 마주하다  A2-2 5 CRDi디젤 엔진, 친환경 유로 6 기준을 만족시키는 디젤 엔진  미래 지향적 스타일의 고급스럽고, 개성있는 디자인",3933,"에보니 블랙 ","레몬옐로우 ","에크루 베이지 ","크리미 화이트(YAW) ",NULL,NULL,NULL,NULL,NULL,NULL,"#010000","#f4da62","#a79f91","#F6F5F2",NULL,NULL,NULL,NULL,NULL,NULL
"한국","현대","마이티",5084,9886,"화물","디젤","7.3","7.3","150","170",2023,4407,"최상의 편안함과 화물의 효율성  친환경 기술은 물론 파워와 연비까지  최첨단 기술이 집약된 유로6엔진  유로6 규제를 충족시키는 친환경 기술은 물론 파워와 연비까지 만족시키다 ",4408,"고유도색(OT) ","잉키블루(UYU) ","오닉스 블루(ZV) ","하이퍼 실버(Z5S) ","크리미 화이트(YAW) ","바닐라 화이트(XN) ",NULL,NULL,NULL,NULL,"#e6e7e6","#373e6a","#373e6a","#BBBABA","#F6F5F2","#F6F5F2",NULL,NULL,NULL,NULL
"유럽","벤츠","G-Class",17400,29700,"대형 SUV","가솔린, 디젤","5.2","8.4","330","585",2024,4471,"압도적인 카리스마로 세상을 리드하다   레이싱 스포츠에서 검증된 AMG 구동 장치/서스펜션 기술력   강력한 V8 바이터보엔진이 뿜어내는 태초의 힘을 느껴 보십시오 ",4472,"Emerald Green Metallic(989U) ","Designo Olive(255) ","Green Hell Magno ","Dark Olive Green Magno(164) ","Kalahari Gold(802) ","San Jose Orange Magno ","Selenite Grey Metallic(992U) ","Iridium Grey(963) ","Manganite Grey Magno(795) ","Graphite Metallic(041) ","#18221f","#284437","#75d771","#302d28","#bdac9b","#ce5d43","#6a6d6f","#908e88","#99938f","#16191e"
"한국","기아","모하비 더 마스터",5054,6097,"대형 SUV","디젤","9.3","9.4","260","260",2020,4512,"모하비 더 마스터는 모하비만의 브랜드 헤리티지를 계승하며,  디자인과 상품성, 고급감 등 모든 면에서 완벽을 더해 새롭게 탄생한 SUV 시장을 리딩하는 명실상부한 대한민국 Top SUV 입니다 ",4513,"스노우 화이트 펄(SWP) ","스틸 그레이(KLG) ","플라티늄 그라파이트(ABT) ","리치에스프레소(DN9) ","오로라 블랙펄(ABP) ","에센스 브라운(BE2) ","시티스케이프 그린(CGE) ",NULL,NULL,NULL,"#e6e7e6","#5f6167","#575859","#292121","#0E0E10","#4c261b","#41504c",NULL,NULL,NULL
"유럽","벤츠","The GLE-Class",10300,19690,"대형 SUV","가솔린, 디젤, 전기, 하이브리드","8.3","11.4","211","367",2023,4720,"더욱 스마트하게 주변을 살피고, 운전자를 배려하는 차량  감각적인 평면, 매끈한 형태와 명확한 라인이,  새로운 GLE의 우아한 디자인을 돋보이게 합니다 ",4721,"Emerald Green Metallic(989U) ","Selenite Grey Metallic(992U) ","Iridium Silver(775) ","Mojave Silver(859) ","Manufaktur Hyacinth Red Metallic(996U) ","Black(040U) ","Obsidian Black(197U) ","Cavansite Blue(890) ","Brilliant Blue(896) ","Polar White(149U) ","#18221f","#6a6d6f","#b2b1b5","#b2b1b5","#a0130d","#0f0f0f","#424242","#2c2e42","#090b75","#fafafa"
"유럽","벤츠","The New A-Class",4110,7310,"소형","가솔린, 디젤","9","16.1","150","387",2023,4766,"The pulse of a new generation  역동적이면서도 변치 않는 우아함, 새로운 디자인 시대의 여명  The A-Class Sedan",4767,"Sun Yellow(914U) ","Mountain Grey(787) ","Mountain Grey Magno(662U) ","Polar Silver(761) ","Iridium Silver(775) ","Jupiter Red(589) ","Manufaktur Patagonia Red(993U) ","Rose Gold Metallic(817) ","Cosmos Black(191) ","Night Black(696) ","#d6ae23","#6c696a","#424242","#bcbdba","#b2b1b5","#a0130d","#e41439","#b29995","#464744","#151515"
"유럽","포르쉐","The New 911",17110,32600,"스포츠카","가솔린","6.8","6.8","662","662",2024,5086,"시대를 초월한 디자인의 현대적인 해석  상징적인 플라이라인과 우아한 루프 라인   이는 1963년 이후 줄곧 포르쉐의 특징이었으며, 나아가 고성능 스포츠카의 특징으로 자리잡았습니다 ",5087,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"유럽","BMW","3 Series",5020,8270,"중형","가솔린, 디젤, 전기, 하이브리드","9.9","14.3","184","387",2022,5109,"A car moves you  A touches you   달리는 모든 순간이 혁신이다   프리미엄 스포츠 세단의 상징, 왕의 귀환",5110,"Sunset Orange(C1X) ","Phytonic Blue(C1M) ","Mediterranean Blue(C10) ","Imperial Blue Brilliant Effect(A89) ","Melbourne Red(A75) ","Black(668) ","Black Sapphire metallic(475) ","Alpine White(300) ","Mineral White metallic(A96) ","Mineral Grey(B39) ","#b62e10","#235780","#013263","#001237","#901110","#020403","#030406","#d7d8d2","#d5d6d0","#31363a"
"한국","기아","봉고3 특장차",2122,4115,"화물","LPG, 디젤","6.1","8.7","133","138",2024,5398,"한 단계 진보된 성능으로 보다 확실한 만족을 드립니다 ",5400,"클리어화이트 (순백색)(UD) ","진감청(MA) ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"#fdfdfd","#2D3F5A",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"한국","현대","포터2 특장차",2199,8725,"화물","LPG, 디젤","6","9.9","133","135",2024,5432,"스마트한 인테리어 공간과 강화된 안전 시스템  차체자세제어장치 (ESC), ABS 브레이크 및 급제동 경보 시스템 (ESS)이 전 트림에 기본 적용 되어 탑승객을 안전하게 보호합니다",5433,"오닉스 블루(ZV) ","슬레이트 브라운(RVB) ","크리미 화이트(YAW) ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"#373e6a","#4d4744","#F6F5F2",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"유럽","아우디","The New A6",6872,17550,"준대형","가솔린, 디젤","10.7","15","204","286",2023,5625,"혁신과 정교함이 함께할 때, 우아함은 모든 요소에서 그 면모를 드러냅니다   형식과 기능이 하나가 될 때, '진보'는 아우디가 추구하는 모든 가치위에 존재합니다   새로운 진보의 경험, 혁신적인 이그제큐티브 클래스 세단의 시작 ",5624,"Mythos Black ","Mythos Black ","Chronos Gray ","Nardo Gray ","Nardo Gray Solid Effect ","Daytona Gray Pearl ","Daytona Gray ","Manhattan Gray ","Ultra blue Metallic ","Ultrablue ","#101010","#101010","#6a7488","#585858","#72777d","#494a4c","#4e4f51","#303636","#2d26e0","#2d26e0"
"유럽","BMW","8 Series",13440,13860,"대형","가솔린, 디젤","9.4","12.8","320","340",2022,5767,"다이내믹과 럭셔리가 만날 때, 전에 없던 새로움이 탄생한다   가슴을 설레게 하는 감각적인 외관은 럭셔리 스포츠카에 대한 완전히 새로운 디자인 언어를 제시합니다  스포티한 감성을 담은 인디비주얼 럭셔리 ",5768,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"미국","포드","All New Explorer",6765,8195,"대형 SUV","가솔린, 하이브리드","8.3","10.4","304","405",2023,5918,"익스플로러는 새로워진 ALL-NEW 4WD(사륜구동) 플랫폼과 두가지 타입의 강력한  엔진과 코 파일럿360+으로 모험을 향한 여러분의 여정을 완벽하게 만들어줍니다   지형 관리 시스템(TMSTM)을 장착한 인텔리전트 4WD (사륜구동) 시스템과 넓어진  적재공간을 더해 원하는것 어디든 당신을 안내해 드립니다 ",5131,"Agate Black ","Magnetic ","Blue ","Atlas Blue ","Blue ","Infinite Blue Metallic Tinted Clearcoat ","Silver Spruce ","Iconic Silver ","Rich Copper Metallic Tinted ","Rapid Red Metallic Tinted ","#060606","#060606","#142a50","#193770","#3d4b57","#263e51","#878b8f","#747474","#3c1816","#891416"
"유럽","미니","The New Clubman",3970,6340,"소형","가솔린","10.6","10.6","192","192",2024,6059,"DESIGNED TO INSPIRE   뛰어난 편의성과 다재다능함  디자인, 파워 그리고 세련미가 매혹적인 조화를 이룹니다   편안하면서도 역동적인 디자인 및 프리미엄 소재만을 사용g한 즐거움과 정교함 ",6060,"Nanuq White ","Melting Silver ","Midnight Black ","Rooftop Grey ","Island Blue ","Indian Summer Red ","Chili Red ","British Racing Green ","Rebel Green ","Sage Green ","#fffff","#9d9c97","#0e1110","#726967","#004562","#ab101e","#79060d","#006600","#031f0e","#405758"
"유럽","벤츠","EQC",9560,9590,"중형 SUV","전기","3.2","3.2","408","408",2021,6248,"The All-New EQC  EQC는 뛰어난 주행 가능 거리와 다양한 충전 인프라 지원, 그리고 최상의 안전성으로 매력적인 전기차 주행을 즐길 수 있게 해줍니다 ",6249,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"유럽","볼보","The New XC90",8580,9650,"대형 SUV","가솔린, 하이브리드","9.1","9.1","300","300",2024,6340,"진보적이고 지속 가능한 럭셔리 SUV, 스칸디나비안 디자인과  첨단 엔지니어링이 결합된 감각을 즐겁게 해주는 세련된 안식처   XC90 SUV 내부의 편리한 기능은 완벽한 주행 경험을 가능하게 합니다 ",6341,"Onyx Black(717) ","Vapour Grey ","Platinum Grey(731) ","Crystal White(707) ","Silver Dawn(735) ","Denim Blue(723) ",NULL,NULL,NULL,NULL,"#18171a","#9b9c9f","#4c4743","#ebebeb","#a9a9ab","#5d6673",NULL,NULL,NULL,NULL
"유럽","아우디","The New A8",20548,20842,"대형","가솔린","11.4","11.4","286","286",2023,6398,"Forget the car  Audi is more  더 뉴 A8 L  우아함과 역동성을 한 차원 더 끌어올린 디자인, 다양한 운전자 보조 시스템, 새로운 차원의 직관적인 조작 컨셉, 그리고 더 넓어진 공간 ",6399,"Brilliant Black ","Mythos Black ","Terra Gray ","Vesuvius Gray Metallic ","Daytona Gray Matte ","Monsoon Gray Metallic ","Moonlight Blue Metallic ","Florett Silver Metallic(LZ7G) ","Ibis White ","Glacier White Metallic ","#090909","#101010","#444347","#101101","#4e4f51","#828386","#272d3f","#9a999e","#e1e0dc","#c0c4c3"
"유럽","DS","DS3 Crossback",3980,4374,"소형 SUV","디젤","15.6","15.6","131","131",2022,6654,"DS3 CROSSBACK  플러시 피팅 도어 핸들이 당신에게 선사하는 마술에 놀라게 될 겁니다   DS 3 크로스백의 품격있는 인테리어를 경험해보시기 바랍니다  고집스럽게 엄선한 소재의 품질과 디테일한 마감을 확인해보시기 바랍니다   도심에서도 안정감이 무너지지 않도록 DS 3 크로스백은 최고 수준의 소음 및 진동 차단율을 제공합니다 ",6655,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"한국","현대","포터2 Electric",4375,5006,"화물","전기","2.7","3.1","184","184",2024,6659,"■차체 및 일반부품  2년 / 4만km  ■전기차 전용 부품 무상 보증  8년 / 12만km  ■배터리 무상 보증  8년 / 12만km [SOH의 65% 보장]  ※ SOH (State Of Health) : 배터리 출하 당시 초기 건강도/내구도 대비 성능상태",6660,"오닉스 블루(ZV) ","슬레이트 브라운(RVB) ","크리미 화이트(YAW) ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"#373e6a","#4d4744","#F6F5F2",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"유럽","BMW","New X6",12020,13720,"대형 SUV","가솔린, 디젤","7.6","10.9","286","400",2023,6830,"고급스러우면서도 스포티한 디자인과 혁신적인 운전자 보조 시스템으로 최고의 주행 역동성을 제공  강력한 M 트윈파워 터보 8기통 엔진과 8단 스텝트로닉 스포츠 변속기를 통해 최고의 퍼포먼스와 우수한 승차감 ",45996,"Carbon Black(416) ","Manhattan Green(C3D) ","Mineral White metallic(A96) ","Brooklyn Grey(C4P) ",NULL,NULL,NULL,NULL,NULL,NULL,"#05080e","#403e30","#d5d6d0","#9da3a3",NULL,NULL,NULL,NULL,NULL,NULL
